Time,Data,Latitude,Longitude
2015-10-18 17:31:02.982,,,
2015-10-18 17:31:03.279,"!!!VER:1.9,AN0:-12.82,AN1:173.60,AN2:-102.18,AN3:-1313.91,AN4:2!!!VER:1.9,AN0:12.18,AN1:175.60,AN2:-104.18,AN3:-1449.91,AN4:2749.48,AN5:20580.70,RLL:-164.21,PCH:26.47,YAW:7.93,IMUH:0,TOW:0***",-36.886456,174.66211
2015-10-18 17:31:03.538,"!!!VER:1.9,AN0:-6.82,AN1:174.60,AN2:-102.18,AN3:-1338.91,AN4:23!!!VER:1.9,AN0:2.18,AN1:175.60,AN2:-104.18,AN3:-1365.91,AN4:2533.48,AN5:20557.70,RLL:-163.42,PCH:24.87,YAW:8.13,IMUH:0,TOW:0***",-36.886456,174.66211
2015-10-18 17:31:03.791,"!!!VER:1.9,AN0:7.18,AN1:175.60,AN2:-103.18,AN3:-1455.91,AN4:271!!!VER:1.9,AN0:-11.82,AN1:173.60,AN2:-103.18,AN3:-1334.91,AN4:2171.48,AN5:20437.70,RLL:-162.64,PCH:23.27,YAW:8.30,IMUH:0,TOW:0**",-36.886456,174.66211
2015-10-18 17:31:04.463,"!!!VER:1.9,AN0:-9.82,AN1:173.60,AN2:-102.18,AN3:-1302.91,AN4:22!!!VER:1.9,AN0:2.18,AN1:174.60,AN2:-102.18,AN3:-1415.91,AN4:2425.48,AN5:20364.70,RLL:-161.86,PCH:21.67,YAW:8.50,IMUH:0,TOW:0***
!!!VER:1.9,AN0:-4.82,AN1:172.60,AN2:-103.18,AN3:-1391.91,AN4:229",-36.886456,174.66211
2015-10-18 17:31:04.714,"!!!VER:1.9,AN0:4.18,AN1:174.60,AN2:-103.18,AN3:-1386.91,AN4:247!!!VER:1.9,AN0:7.18,AN1:175.60,AN2:-103.18,AN3:-1462.91,AN4:2686.48,AN5:20594.70,RLL:-159.95,PCH:17.65,YAW:8.85,IMUH:0,TOW:0***",-36.886456,174.66211
2015-10-18 17:31:05.383,"!!!VER:1.9,AN0:11.18,AN1:175.60,AN2:-105.18,AN3:-1430.91,AN4:27!!!VER:1.9,AN0:10.18,AN1:174.60,AN2:-104.18,AN3:-1394.91,AN4:2693.48,AN5:20468.70,RLL:-159.19,PCH:16.02,YAW:9.00,IMUH:0,TOW:0**
!!!VER:1.9,AN0:-3.82,AN1:175.60,AN2:-104.18,AN3:-1339.91,AN4:244",-36.886456,174.66211
2015-10-18 17:31:05.638,"!!!VER:1.9,AN0:-10.82,AN1:174.60,AN2:-103.18,AN3:-1318.91,AN4:2!!!VER:1.9,AN0:4.18,AN1:174.60,AN2:-103.18,AN3:-1378.91,AN4:2451.48,AN5:20373.70,RLL:-157.50,PCH:11.98,YAW:9.18,IMUH:0,TOW:0***",-36.886456,174.66211
2015-10-18 17:31:05.918,"!!!VER:1.9,AN0:-5.82,AN1:172.60,AN2:-103.18,AN3:-1389.91,AN4:22!!!VER:1.9,AN0:-10.82,AN1:172.60,AN2:-103.18,AN3:-1341.91,AN4:2177.48,AN5:20388.70,RLL:-156.80,PCH:10.38,YAW:9.29,IMUH:0,TOW:0**",-36.886456,174.66211
2015-10-18 17:31:06.176,"!!!VER:1.9,AN0:8.18,AN1:174.60,AN2:-104.18,AN3:-1378.91,AN4:259!!!VER:1.9,AN0:1.18,AN1:174.60,AN2:-103.18,AN3:-1384.91,AN4:2434.48,AN5:20350.70,RLL:-156.07,PCH:8.75,YAW:9.35,IMUH:0,TOW:0***
",-36.886456,174.66211
