Time,Data,Latitude,Longitude
2015-10-18 17:14:52.971,,,
2015-10-18 17:14:53.401,"!!!VER:1.9,AN0:29.18,AN1:152.60,AN2:-109.18,AN3:-221.91,AN4:-73!!!VER:1.9,AN0:12.18,AN1:173.60,AN2:-104.18,AN3:-697.91,AN4:3055.48,AN5:20379.70,RLL:153.44,PCH:22.20,YAW:36.48,IMUH:0,TOW:0***
!!!VER:1.9,AN0:7.18,AN1:171.60,AN2:-103.18,AN3:-684.91,AN4:2892.",-36.881527,174.64574
2015-10-18 17:14:53.715,"!!!VER:1.9,AN0:8.18,AN1:170.60,AN2:-103.18,AN3:-637.91,AN4:2918!!!VER:1.9,AN0:10.18,AN1:174.60,AN2:-104.18,AN3:-751.91,AN4:2963.48,AN5:20457.70,RLL:155.35,PCH:19.95,YAW:36.76,IMUH:0,TOW:0***
!!!VER:1.9,AN0:9.18,AN1:172.60,AN2:-103.18,AN3:-745.91,AN4:2983.",-36.881527,174.64574
2015-10-18 17:14:54.186,"!!!VER:1.9,AN0:11.18,AN1:174.60,AN2:-103.18,AN3:-721.91,AN4:296!!!VER:1.9,AN0:9.18,AN1:174.60,AN2:-103.18,AN3:-765.91,AN4:3011.48,AN5:20382.70,RLL:157.12,PCH:17.64,YAW:37.01,IMUH:0,TOW:0***
!!!VER:1.9,AN0:9.18,AN1:172.60,AN2:-103.18,AN3:-667.91,AN4:2883.4",-36.881527,174.64574
2015-10-18 17:14:54.598,"!!!VER:1.9,AN0:10.18,AN1:172.60,AN2:-104.18,AN3:-616.91,AN4:297!!!VER:1.9,AN0:12.18,AN1:173.60,AN2:-103.18,AN3:-767.91,AN4:2932.48,AN5:20466.70,RLL:158.75,PCH:15.26,YAW:37.21,IMUH:0,TOW:0***
!!!VER:1.9,AN0:15.18,AN1:173.60,AN2:-104.18,AN3:-637.91,AN4:2869",-36.881527,174.64574
2015-10-18 17:14:55.134,"!!!VER:1.9,AN0:16.18,AN1:175.60,AN2:-104.18,AN3:-784.91,AN4:298!!!VER:1.9,AN0:12.18,AN1:170.60,AN2:-103.18,AN3:-729.91,AN4:2936.48,AN5:20333.70,RLL:160.29,PCH:12.79,YAW:37.40,IMUH:0,TOW:0***
!!!VER:1.9,AN0:15.18,AN1:172.60,AN2:-103.18,AN3:-700.91,AN4:2901",-36.881527,174.64574
2015-10-18 17:14:55.501,"!!!VER:1.9,AN0:11.18,AN1:172.60,AN2:-103.18,AN3:-726.91,AN4:301!!!VER:1.9,AN0:6.18,AN1:171.60,AN2:-103.18,AN3:-675.91,AN4:2874.48,AN5:20428.70,RLL:161.71,PCH:10.26,YAW:37.59,IMUH:0,TOW:0***
!!!VER:1.9,AN0:10.18,AN1:171.60,AN2:-103.18,AN3:-651.91,AN4:2997.",-36.881527,174.64574
2015-10-18 17:14:55.729,"!!!VER:1.9,AN0:10.18,AN1:172.60,AN2:-103.18,AN3:-723.91,AN4:290!!!VER:1.9,AN0:4.18,AN1:171.60,AN2:-103.18,AN3:-657.91,AN4:2875.48,AN5:20415.70,RLL:163.01,PCH:7.71,YAW:37.74,IMUH:0,TOW:0***
",-36.881527,174.64574
2015-10-18 17:14:55.985,"!!!VER:1.9,AN0:14.18,AN1:174.60,AN2:-103.18,AN3:-747.91,AN4:295!!!VER:1.9,AN0:9.18,AN1:174.60,AN2:-104.18,AN3:-754.91,AN4:2942.48,AN5:20405.70,RLL:163.81,PCH:5.99,YAW:37.91,IMUH:0,TOW:0***
",-36.881527,174.64574
2015-10-18 17:14:56.270,"!!!VER:1.9,AN0:14.18,AN1:172.60,AN2:-103.18,AN3:-685.91,AN4:290!!!VER:1.9,AN0:10.18,AN1:173.60,AN2:-103.18,AN3:-731.91,AN4:2931.48,AN5:20470.70,RLL:164.56,PCH:4.26,YAW:38.03,IMUH:0,TOW:0***
",-36.881527,174.64574
2015-10-18 17:14:56.620,"!!!VER:1.9,AN0:14.18,AN1:172.60,AN2:-103.18,AN3:-816.91,AN4:290!!!VER:1.9,AN0:12.18,AN1:172.60,AN2:-103.18,AN3:-716.91,AN4:2902.48,AN5:20484.70,RLL:165.27,PCH:2.50,YAW:38.15,IMUH:0,TOW:0***
!!!VER:1.9,AN0:16.18,AN1:174.60,AN2:-104.18,AN3:-877.91,AN4:2967.",-36.881527,174.64574
2015-10-18 17:14:57.078,"!!!VER:1.9,AN0:17.18,AN1:173.60,AN2:-103.18,AN3:-782.91,AN4:300!!!VER:1.9,AN0:14.18,AN1:171.60,AN2:-104.18,AN3:-715.91,AN4:2938.48,AN5:20356.70,RLL:166.29,PCH:-0.18,YAW:38.37,IMUH:0,TOW:0***
!!!VER:1.9,AN0:16.18,AN1:172.60,AN2:-103.18,AN3:-740.91,AN4:2954",-36.881527,174.64574
2015-10-18 17:14:57.338,"!!!VER:1.9,AN0:9.18,AN1:171.60,AN2:-103.18,AN3:-709.91,AN4:2910!!!VER:1.9,AN0:8.18,AN1:174.60,AN2:-102.18,AN3:-726.91,AN4:2950.48,AN5:20410.70,RLL:167.21,PCH:-2.90,YAW:38.64,IMUH:0,TOW:0***
",-36.881527,174.64574
2015-10-18 17:14:57.755,"!!!VER:1.9,AN0:9.18,AN1:173.60,AN2:-104.18,AN3:-732.91,AN4:3019!!!VER:1.9,AN0:9.18,AN1:171.60,AN2:-103.18,AN3:-689.91,AN4:2906.48,AN5:20455.70,RLL:167.77,PCH:-4.73,YAW:38.83,IMUH:0,TOW:0***
!!!VER:1.9,AN0:8.18,AN1:172.60,AN2:-104.18,AN3:-679.91,AN4:2960.4",-36.881527,174.64574
2015-10-18 17:14:58.099,"!!!VER:1.9,AN0:8.18,AN1:173.60,AN2:-103.18,AN3:-716.91,AN4:2887!!!VER:1.9,AN0:8.18,AN1:170.60,AN2:-103.18,AN3:-693.91,AN4:2932.48,AN5:20405.70,RLL:168.54,PCH:-7.47,YAW:39.14,IMUH:0,TOW:0***
!!!VER:1.9,AN0:11.18,AN1:175.60,AN2:-104.18,AN3:-791.91,AN4:2964.",-36.881527,174.64574
2015-10-18 17:14:58.371,"!!!VER:1.9,AN0:9.18,AN1:172.60,AN2:-103.18,AN3:-769.91,AN4:2990!!!VER:1.9,AN0:11.18,AN1:174.60,AN2:-103.18,AN3:-724.91,AN4:2956.48,AN5:20466.70,RLL:169.22,PCH:-10.23,YAW:39.49,IMUH:0,TOW:0***",-36.881527,174.64574
2015-10-18 17:14:58.430,"!!!VER:1.9,AN0:11.18,AN1:173.60,AN2:-103.18,AN3:-760.91,AN4:303!!!VER:1.9,AN0:10.18,AN1:172.60,AN2:-103.18,AN3:-681.91,AN4:2906.48,AN5:20461.70,RLL:169.63,PCH:-12.12,YAW:39.73,IMUH:0,TOW:0**
",-36.881527,174.64574
2015-10-18 17:14:58.757,"!!!VER:1.9,AN0:14.18,AN1:174.60,AN2:-104.18,AN3:-854.91,AN4:294!!!VER:1.9,AN0:10.18,AN1:172.60,AN2:-103.18,AN3:-717.91,AN4:2950.48,AN5:20449.70,RLL:170.00,PCH:-14.01,YAW:39.99,IMUH:0,TOW:0**
",-36.881527,174.64574
2015-10-18 17:14:58.952,"!!!VER:1.9,AN0:13.18,AN1:173.60,AN2:-103.18,AN3:-748.91,AN4:292!!!VER:1.9,AN0:10.18,AN1:174.60,AN2:-103.18,AN3:-772.91,AN4:2968.48,AN5:20438.70,RLL:170.33,PCH:-15.90,YAW:40.32,IMUH:0,TOW:0***",-36.881527,174.64574
2015-10-18 17:14:59.207,"!!!VER:1.9,AN0:11.18,AN1:171.60,AN2:-104.18,AN3:-676.91,AN4:286!!!VER:1.9,AN0:10.18,AN1:172.60,AN2:-103.18,AN3:-686.91,AN4:2946.48,AN5:20419.70,RLL:170.62,PCH:-17.79,YAW:40.64,IMUH:0,TOW:0***",-36.881527,174.64574
2015-10-18 17:14:59.736,"!!!VER:1.9,AN0:12.18,AN1:172.60,AN2:-103.18,AN3:-786.91,AN4:290!!!VER:1.9,AN0:15.18,AN1:173.60,AN2:-104.18,AN3:-780.91,AN4:2991.48,AN5:20408.70,RLL:170.88,PCH:-19.69,YAW:40.98,IMUH:0,TOW:0**
!!!VER:1.9,AN0:13.18,AN1:174.60,AN2:-104.18,AN3:-796.91,AN4:2952",-36.881527,174.64574
2015-10-18 17:15:00.262,"!!!VER:1.9,AN0:13.18,AN1:174.60,AN2:-103.18,AN3:-687.91,AN4:295!!!VER:1.9,AN0:14.18,AN1:171.60,AN2:-104.18,AN3:-782.91,AN4:2924.48,AN5:20448.70,RLL:171.28,PCH:-23.51,YAW:41.73,IMUH:0,TOW:0**
!!!VER:1.9,AN0:13.18,AN1:173.60,AN2:-104.18,AN3:-826.91,AN4:2995",-36.881527,174.64574
2015-10-18 17:15:00.790,"!!!VER:1.9,AN0:12.18,AN1:171.60,AN2:-104.18,AN3:-685.91,AN4:292!!!VER:1.9,AN0:16.18,AN1:174.60,AN2:-104.18,AN3:-812.91,AN4:2969.48,AN5:20406.70,RLL:171.53,PCH:-27.36,YAW:42.62,IMUH:0,TOW:0***!!!VER:1.9,AN0:12.18,AN1:170.60,AN2:-103.18,AN3:-710.91,AN4:2923",-36.881527,174.64574
2015-10-18 17:15:01.096,"!!!VER:1.9,AN0:12.18,AN1:172.60,AN2:-104.18,AN3:-769.91,AN4:291!!!VER:1.9,AN0:8.18,AN1:172.60,AN2:-103.18,AN3:-695.91,AN4:2964.48,AN5:20497.70,RLL:171.59,PCH:-31.18,YAW:43.73,IMUH:0,TOW:0***",-36.881527,174.64574
2015-10-18 17:15:01.664,"!!!VER:1.9,AN0:15.18,AN1:173.60,AN2:-104.18,AN3:-779.91,AN4:300!!!VER:1.9,AN0:8.18,AN1:170.60,AN2:-103.18,AN3:-731.91,AN4:2910.48,AN5:20402.70,RLL:171.55,PCH:-33.10,YAW:44.31,IMUH:0,TOW:0***
!!!VER:1.9,AN0:15.18,AN1:172.60,AN2:-103.18,AN3:-705.91,AN4:2961",-36.881527,174.64574
2015-10-18 17:15:01.967,"!!!VER:1.9,AN0:9.18,AN1:174.60,AN2:-103.18,AN3:-734.91,AN4:2983!!!VER:1.9,AN0:12.18,AN1:173.60,AN2:-104.18,AN3:-770.91,AN4:3024.48,AN5:20387.70,RLL:171.30,PCH:-36.96,YAW:45.75,IMUH:0,TOW:0***",-36.881527,174.64574
2015-10-18 17:15:02.280,"!!!VER:1.9,AN0:8.18,AN1:171.60,AN2:-103.18,AN3:-633.91,AN4:2907!!!VER:1.9,AN0:9.18,AN1:175.60,AN2:-104.18,AN3:-679.91,AN4:2947.48,AN5:20414.70,RLL:171.05,PCH:-38.88,YAW:46.52,IMUH:0,TOW:0***",-36.881527,174.64574
2015-10-18 17:15:02.824,"!!!VER:1.9,AN0:6.18,AN1:170.60,AN2:-103.18,AN3:-757.91,AN4:2904!!!VER:1.9,AN0:13.18,AN1:172.60,AN2:-105.18,AN3:-659.91,AN4:3000.48,AN5:20464.70,RLL:170.74,PCH:-40.77,YAW:47.32,IMUH:0,TOW:0**
!!!VER:1.9,AN0:10.18,AN1:176.60,AN2:-103.18,AN3:-810.91,AN4:2990",-36.881527,174.64574
2015-10-18 17:15:03.198,"!!!VER:1.9,AN0:9.18,AN1:174.60,AN2:-104.18,AN3:-722.91,AN4:2991!!!VER:1.9,AN0:8.18,AN1:171.60,AN2:-104.18,AN3:-717.91,AN4:2881.48,AN5:20460.70,RLL:169.91,PCH:-44.57,YAW:49.10,IMUH:0,TOW:0***
!!!VER:1.9,AN0:15.18,AN1:174.60,AN2:-104.18,AN3:-824.91,AN4:2951",-36.881527,174.64574
2015-10-18 17:15:03.426,"!!!VER:1.9,AN0:9.18,AN1:175.60,AN2:-104.18,AN3:-860.91,AN4:2875!!!VER:1.9,AN0:11.18,AN1:174.60,AN2:-103.18,AN3:-603.91,AN4:2967.48,AN5:20500.70,RLL:168.70,PCH:-48.34,YAW:51.28,IMUH:0,TOW:0**
",-36.881527,174.64574
2015-10-18 17:15:03.822,"!!!VER:1.9,AN0:7.18,AN1:172.60,AN2:-101.18,AN3:-672.91,AN4:2507!!!VER:1.9,AN0:2.18,AN1:168.60,AN2:-101.18,AN3:-600.91,AN4:2335.48,AN5:20527.70,RLL:167.92,PCH:-50.20,YAW:52.48,IMUH:0,TOW:0***
!!!VER:1.9,AN0:6.18,AN1:169.60,AN2:-103.18,AN3:-692.91,AN4:2363.",-36.881527,174.64574
