Time,Data,Latitude,Longitude
2015-10-18 17:12:58.974,,,
2015-10-18 17:12:59.168,"-22.18
",0.0,0.0
2015-10-18 17:12:59.390,"213.60
",0.0,0.0
2015-10-18 17:12:59.602,"-110.18
",0.0,0.0
2015-10-18 17:12:59.794,"-770.91
",0.0,0.0
2015-10-18 17:13:00.005,"-1904.48
",0.0,0.0
2015-10-18 17:13:00.201,"-11760.70
",0.0,0.0
2015-10-18 17:13:00.473,"???Groun!!!VER:1!!!VER:1!!!VER:1.91,N1176,!!!VER:1.9:1024PC3.6Y!!!VER:1.9,AN0:23.18,AN1:178.60,AN2:-105.18,AN3:-2133.91,AN4:1223.48,AN5:20399.70,RLL:-100.90,PCH:36.08,YAW:79.13,IMUH:0,TOW:0***
",0.0,0.0
2015-10-18 17:13:00.928,,0.0,0.0
2015-10-18 17:13:01.249,"!!!VER:1.9,AN0:30.18,AN1:169.60,AN2:-103.18,AN3:-2159.91,AN4:1258.48,AN5:20366.70,RLL:-102.63,PCH:32.82,A:75,MH:,O:**
!!!VER:1.9,AN0:8.18,AN1:175.60,AN2:-108.18,AN3:-2060.91,AN4:1185.48,AN5:20285.70,RLL:-102.90,PCH:32.07,YAW:79.70,IMUH:0,TOW:0***
",0.0,0.0
2015-10-18 17:13:01.701,,0.0,174.64568
2015-10-18 17:13:01.938,"!!!VER:1.9,AN0:32.18,AN1:171.60,AN2:-73.18,AN3:-2219.91,AN4:1320.48,AN5:20435.70,RLL:-103.95,PCH:9.3A03MH:,W0*
",-36.88153,174.64568
2015-10-18 17:13:02.301,"!!!VER:1.9,AN0:31.18,AN1:167.60,AN2:-104.18,AN3:-2120.91,AN4:11!!!VER:1.9,AN0:23.18,AN1:186.60,AN2:-100.18,AN3:-2144.91,AN4:1235.48,AN5:20352.70,RLL:-104.34,PCH:27.Y1M,*!!!VER:1.9,AN0:12.18,AN1:178.60,AN2:-97.18,AN3:-2149.91,AN4:1268.48,AN5:20339.70,RLL:-",-36.88153,174.64568
2015-10-18 17:13:02.847,"!!!VER:1.9,AN0:-5.82,AN1:132.60,AN2:-90.18,AN3:-1983.91,AN4:113!!!VER:1.9,AN0:-19.82,AN1:2.60,AN2:70.82,AN3:-1957.91,AN4:1065.48,AN5:20122.70,RLL:-104.41,PCH:27.26,YAW:83.06,IMUH:0,TOW:0***
!!!VER:1.9,AN0:-14.82,AN1:50.60,AN2:100.82,AN3:-1967.91,AN4:1072.",-36.88153,174.64568
2015-10-18 17:13:03.078,"!!!VER:1.9,AN0:29.18,AN1:278.60,AN2:-172.18,AN3:-1914.91,AN4:10!!!VER:1.9,AN0:62.18,AN1:276.60,AN2:-236.18,AN3:-1716.91,AN4:743.48,AN5:20192.70,RLL:-104.98,PCH:25.24,YAW:84.13,IMUH:0,TOW:0***",-36.88153,174.64568
2015-10-18 17:13:03.484,"!!!VER:1.9,AN0:61.18,AN1:85.60,AN2:-249.18,AN3:-1634.91,AN4:643!!!VER:1.9,AN0:-85.82,AN1:110.60,AN2:-102.18,AN3:-1890.91,AN4:1369.48,AN5:20313.70,RLL:-104.68,PCH:22.26,YAW:86.18,IMUH:0,TOW:0*
!!!VER:1.9,AN0:-1.82,AN1:163.60,AN2:-122.18,AN3:-2209.91,AN4:17",-36.88153,174.64568
